datetime_local,temperature_f,apparent_temperature_f,precipitation_inch,rain_inch,snowfall_inch,snow_depth_inch,weather_code,weather_description,wind_speed_mph,wind_gusts_mph,relative_humidity_pct,visibility_ft
2025-03-09T01:00,32.8,23.4,0.0,0.0,0.0,0.0,0,Clear sky,9.0,20.8,52,
2025-03-09T02:00,31.6,22.4,0.0,0.0,0.0,0.0,0,Clear sky,8.4,19.7,56,
2025-03-09T03:00,30.5,21.6,0.0,0.0,0.0,0.0,0,Clear sky,8.0,18.6,59,
2025-03-09T04:00,29.7,21.1,0.0,0.0,0.0,0.0,0,Clear sky,7.3,17.4,61,
2025-03-09T05:00,29.1,21.1,0.0,0.0,0.0,0.0,0,Clear sky,6.1,15.9,63,
2025-03-09T06:00,28.5,21.1,0.0,0.0,0.0,0.0,0,Clear sky,4.7,13.2,67,
2025-03-09T07:00,28.1,20.6,0.0,0.0,0.0,0.0,0,Clear sky,5.0,11.0,69,
2025-03-09T08:00,28.6,20.9,0.0,0.0,0.0,0.0,0,Clear sky,5.5,11.9,69,
2025-03-09T09:00,32.3,24.6,0.0,0.0,0.0,0.0,1,Mainly clear,5.3,13.2,59,
2025-03-09T10:00,35.2,27.3,0.0,0.0,0.0,0.0,1,Mainly clear,6.0,15.9,55,
2025-03-09T11:00,38.3,30.0,0.0,0.0,0.0,0.0,0,Clear sky,7.4,19.2,49,
2025-03-09T12:00,41.5,33.7,0.0,0.0,0.0,0.0,3,Overcast,9.1,23.3,46,
2025-03-09T13:00,43.3,34.4,0.0,0.0,0.0,0.0,1,Mainly clear,9.5,23.7,46,
2025-03-09T14:00,48.3,39.9,0.0,0.0,0.0,0.0,2,Partly cloudy,12.0,26.4,44,
2025-03-09T15:00,48.1,37.5,0.0,0.0,0.0,0.0,3,Overcast,14.3,33.6,43,
2025-03-09T16:00,49.2,38.3,0.0,0.0,0.0,0.0,3,Overcast,14.0,37.1,37,
2025-03-09T17:00,50.3,41.8,0.0,0.0,0.0,0.0,0,Clear sky,9.0,34.2,38,
2025-03-09T18:00,49.8,43.0,0.0,0.0,0.0,0.0,0,Clear sky,5.4,19.7,41,
2025-03-09T19:00,45.5,39.5,0.0,0.0,0.0,0.0,0,Clear sky,3.9,11.6,51,
2025-03-09T20:00,43.3,37.1,0.0,0.0,0.0,0.0,0,Clear sky,4.0,8.5,54,
2025-03-09T21:00,43.1,36.7,0.0,0.0,0.0,0.0,0,Clear sky,4.6,8.9,54,
2025-03-09T22:00,42.3,35.7,0.0,0.0,0.0,0.0,1,Mainly clear,4.9,10.3,54,
2025-03-09T23:00,41.5,34.4,0.0,0.0,0.0,0.0,3,Overcast,5.9,11.6,55,
2025-03-10T00:00,40.9,34.0,0.0,0.0,0.0,0.0,2,Partly cloudy,5.4,12.3,56,
2025-03-10T01:00,39.9,33.0,0.0,0.0,0.0,0.0,1,Mainly clear,5.6,11.4,58,
2025-03-10T02:00,39.4,32.5,0.0,0.0,0.0,0.0,0,Clear sky,5.4,11.4,59,
2025-03-10T03:00,38.8,31.5,0.0,0.0,0.0,0.0,0,Clear sky,6.4,13.2,60,
2025-03-10T04:00,38.5,30.6,0.0,0.0,0.0,0.0,0,Clear sky,7.7,15.7,61,
2025-03-10T05:00,38.8,30.7,0.0,0.0,0.0,0.0,1,Mainly clear,8.3,17.4,61,
2025-03-10T06:00,38.9,31.0,0.0,0.0,0.0,0.0,0,Clear sky,8.1,17.4,62,
2025-03-10T07:00,39.2,31.5,0.0,0.0,0.0,0.0,0,Clear sky,7.6,16.8,63,
2025-03-10T08:00,39.7,32.3,0.0,0.0,0.0,0.0,0,Clear sky,7.3,15.7,64,
2025-03-10T09:00,44.5,37.9,0.0,0.0,0.0,0.0,0,Clear sky,6.2,13.6,59,
2025-03-10T10:00,49.1,43.8,0.0,0.0,0.0,0.0,0,Clear sky,4.1,11.4,55,
2025-03-10T11:00,53.3,48.5,0.0,0.0,0.0,0.0,0,Clear sky,3.8,11.6,50,
2025-03-10T12:00,56.4,52.8,0.0,0.0,0.0,0.0,0,Clear sky,4.4,13.2,48,
2025-03-10T13:00,58.7,56.2,0.0,0.0,0.0,0.0,0,Clear sky,4.0,13.4,45,
2025-03-10T14:00,60.8,58.4,0.0,0.0,0.0,0.0,0,Clear sky,4.1,13.0,43,
2025-03-10T15:00,62.2,59.1,0.0,0.0,0.0,0.0,0,Clear sky,4.2,12.8,41,
2025-03-10T16:00,62.9,57.9,0.0,0.0,0.0,0.0,0,Clear sky,5.6,14.5,39,
2025-03-10T17:00,61.9,56.9,0.0,0.0,0.0,0.0,0,Clear sky,5.7,14.8,43,
2025-03-10T18:00,57.1,52.6,0.0,0.0,0.0,0.0,0,Clear sky,6.7,14.5,60,
2025-03-10T19:00,52.8,48.8,0.0,0.0,0.0,0.0,0,Clear sky,6.1,14.8,73,
2025-03-10T20:00,52.7,48.3,0.0,0.0,0.0,0.0,0,Clear sky,6.2,12.5,69,
2025-03-10T21:00,52.5,48.4,0.0,0.0,0.0,0.0,0,Clear sky,4.3,12.5,63,
2025-03-10T22:00,50.9,46.6,0.0,0.0,0.0,0.0,0,Clear sky,4.3,8.7,65,
2025-03-10T23:00,48.6,44.3,0.0,0.0,0.0,0.0,0,Clear sky,3.9,8.7,70,
2025-03-11T00:00,48.2,43.5,0.0,0.0,0.0,0.0,0,Clear sky,4.8,9.4,69,
2025-03-11T01:00,46.5,41.9,0.0,0.0,0.0,0.0,0,Clear sky,4.1,9.6,71,
2025-03-11T02:00,43.9,39.4,0.0,0.0,0.0,0.0,0,Clear sky,3.2,8.3,75,
2025-03-11T03:00,42.6,38.3,0.0,0.0,0.0,0.0,0,Clear sky,2.3,5.8,74,
2025-03-11T04:00,41.5,37.1,0.0,0.0,0.0,0.0,0,Clear sky,2.1,3.6,75,
2025-03-11T05:00,40.0,35.7,0.0,0.0,0.0,0.0,0,Clear sky,2.0,4.9,79,
2025-03-11T06:00,38.8,34.4,0.0,0.0,0.0,0.0,0,Clear sky,1.6,3.8,80,
2025-03-11T07:00,37.2,32.5,0.0,0.0,0.0,0.0,0,Clear sky,2.3,4.0,84,
2025-03-11T08:00,39.3,33.7,0.0,0.0,0.0,0.0,0,Clear sky,4.9,9.2,81,
2025-03-11T09:00,42.7,37.2,0.0,0.0,0.0,0.0,0,Clear sky,4.9,11.0,73,
2025-03-11T10:00,47.2,42.9,0.0,0.0,0.0,0.0,0,Clear sky,3.0,10.3,66,
2025-03-11T11:00,52.3,48.5,0.0,0.0,0.0,0.0,0,Clear sky,2.8,10.1,61,
2025-03-11T12:00,56.7,53.6,0.0,0.0,0.0,0.0,0,Clear sky,4.7,13.6,54,
2025-03-11T13:00,59.5,55.4,0.0,0.0,0.0,0.0,0,Clear sky,7.4,19.2,45,
2025-03-11T14:00,60.4,56.4,0.0,0.0,0.0,0.0,0,Clear sky,7.6,20.1,44,
2025-03-11T15:00,60.9,56.8,0.0,0.0,0.0,0.0,0,Clear sky,7.2,19.9,45,
2025-03-11T16:00,59.9,54.7,0.0,0.0,0.0,0.0,0,Clear sky,7.7,19.0,49,
2025-03-11T17:00,57.0,51.8,0.0,0.0,0.0,0.0,0,Clear sky,7.1,19.0,55,
2025-03-11T18:00,53.5,49.1,0.0,0.0,0.0,0.0,0,Clear sky,5.3,16.8,63,
2025-03-11T19:00,50.8,46.5,0.0,0.0,0.0,0.0,1,Mainly clear,4.8,13.4,68,
2025-03-11T20:00,49.6,45.8,0.0,0.0,0.0,0.0,2,Partly cloudy,3.8,10.1,72,
2025-03-11T21:00,50.3,46.1,0.0,0.0,0.0,0.0,1,Mainly clear,4.2,10.3,67,
2025-03-11T22:00,50.8,46.1,0.0,0.0,0.0,0.0,1,Mainly clear,5.6,10.7,67,
2025-03-11T23:00,49.8,46.2,0.0,0.0,0.0,0.0,1,Mainly clear,3.3,11.2,72,
2025-03-12T00:00,51.2,45.4,0.0,0.0,0.0,0.0,0,Clear sky,7.8,14.5,64,
2025-03-12T01:00,48.7,41.8,0.0,0.0,0.0,0.0,0,Clear sky,7.7,17.9,55,
2025-03-12T02:00,46.3,38.7,0.0,0.0,0.0,0.0,0,Clear sky,7.8,16.1,49,
2025-03-12T03:00,44.2,35.5,0.0,0.0,0.0,0.0,2,Partly cloudy,8.7,18.3,42,
2025-03-12T04:00,42.1,33.1,0.0,0.0,0.0,0.0,2,Partly cloudy,8.7,18.8,42,
2025-03-12T05:00,40.2,31.8,0.0,0.0,0.0,0.0,3,Overcast,7.7,18.3,48,
2025-03-12T06:00,38.6,30.7,0.0,0.0,0.0,0.0,2,Partly cloudy,7.0,16.6,54,
2025-03-12T07:00,37.5,29.7,0.0,0.0,0.0,0.0,3,Overcast,7.0,15.2,59,
2025-03-12T08:00,37.5,29.4,0.0,0.0,0.0,0.0,3,Overcast,8.0,17.0,63,
2025-03-12T09:00,43.2,35.9,0.0,0.0,0.0,0.0,3,Overcast,5.5,13.9,45,
2025-03-12T10:00,45.1,37.3,0.0,0.0,0.0,0.0,3,Overcast,6.9,17.4,44,
2025-03-12T11:00,46.9,39.0,0.0,0.0,0.0,0.0,2,Partly cloudy,7.4,19.2,44,
2025-03-12T12:00,48.5,42.5,0.0,0.0,0.0,0.0,2,Partly cloudy,5.8,19.5,40,
2025-03-12T13:00,50.2,45.6,0.0,0.0,0.0,0.0,3,Overcast,4.2,16.8,39,
2025-03-12T14:00,51.4,46.1,0.0,0.0,0.0,0.0,3,Overcast,4.0,13.9,38,
2025-03-12T15:00,51.9,46.0,0.0,0.0,0.0,0.0,3,Overcast,3.3,13.2,38,
2025-03-12T16:00,51.9,46.2,0.0,0.0,0.0,0.0,3,Overcast,3.3,11.0,40,
2025-03-12T17:00,51.8,45.7,0.0,0.0,0.0,0.0,1,Mainly clear,4.5,12.3,42,
2025-03-12T18:00,50.1,44.2,0.0,0.0,0.0,0.0,0,Clear sky,4.4,12.3,47,
2025-03-12T19:00,46.3,41.3,0.0,0.0,0.0,0.0,1,Mainly clear,3.6,10.3,62,
2025-03-12T20:00,43.9,38.9,0.0,0.0,0.0,0.0,0,Clear sky,3.7,8.3,69,
2025-03-12T21:00,42.4,38.2,0.0,0.0,0.0,0.0,0,Clear sky,2.0,5.1,75,
2025-03-12T22:00,41.2,36.3,0.0,0.0,0.0,0.0,1,Mainly clear,2.9,6.3,73,
2025-03-12T23:00,39.9,34.7,0.0,0.0,0.0,0.0,0,Clear sky,3.3,6.7,73,
2025-03-13T00:00,39.2,33.8,0.0,0.0,0.0,0.0,1,Mainly clear,4.0,8.3,77,
2025-03-13T01:00,39.0,33.1,0.0,0.0,0.0,0.0,2,Partly cloudy,5.7,11.6,82,
2025-03-13T02:00,39.0,33.0,0.0,0.0,0.0,0.0,2,Partly cloudy,6.1,13.4,83,
2025-03-13T03:00,37.9,31.7,0.0,0.0,0.0,0.0,1,Mainly clear,6.1,13.2,82,
2025-03-13T04:00,37.4,30.9,0.0,0.0,0.0,0.0,0,Clear sky,6.1,13.2,79,
2025-03-13T05:00,36.6,29.9,0.0,0.0,0.0,0.0,0,Clear sky,6.0,13.2,76,
2025-03-13T06:00,36.1,29.5,0.0,0.0,0.0,0.0,0,Clear sky,5.6,12.5,74,
2025-03-13T07:00,35.4,28.6,0.0,0.0,0.0,0.0,0,Clear sky,5.8,12.1,75,
2025-03-13T08:00,36.0,29.1,0.0,0.0,0.0,0.0,2,Partly cloudy,6.2,12.8,76,
2025-03-13T09:00,39.0,32.4,0.0,0.0,0.0,0.0,3,Overcast,6.3,14.8,74,
2025-03-13T10:00,42.0,34.8,0.0,0.0,0.0,0.0,1,Mainly clear,7.6,19.0,66,
2025-03-13T11:00,44.7,37.8,0.0,0.0,0.0,0.0,2,Partly cloudy,7.2,19.9,60,
2025-03-13T12:00,46.9,41.9,0.0,0.0,0.0,0.0,2,Partly cloudy,6.2,19.0,60,
2025-03-13T13:00,49.8,45.7,0.0,0.0,0.0,0.0,1,Mainly clear,6.2,17.7,56,
2025-03-13T14:00,50.6,46.5,0.0,0.0,0.0,0.0,2,Partly cloudy,6.3,18.3,54,
2025-03-13T15:00,51.0,46.3,0.0,0.0,0.0,0.0,0,Clear sky,6.4,18.1,54,
2025-03-13T16:00,50.4,44.5,0.0,0.0,0.0,0.0,2,Partly cloudy,6.6,17.9,56,
2025-03-13T17:00,48.5,42.2,0.0,0.0,0.0,0.0,3,Overcast,7.5,19.0,63,
2025-03-13T18:00,45.0,38.3,0.0,0.0,0.0,0.0,3,Overcast,8.1,19.9,70,
2025-03-13T19:00,41.7,35.6,0.0,0.0,0.0,0.0,1,Mainly clear,6.5,19.0,77,
2025-03-13T20:00,40.2,34.4,0.0,0.0,0.0,0.0,0,Clear sky,5.8,14.5,81,
2025-03-13T21:00,39.7,34.3,0.0,0.0,0.0,0.0,0,Clear sky,4.4,12.1,79,
2025-03-13T22:00,38.8,33.8,0.0,0.0,0.0,0.0,1,Mainly clear,3.4,9.4,81,
2025-03-13T23:00,38.0,33.0,0.0,0.0,0.0,0.0,1,Mainly clear,3.3,7.4,83,
2025-03-14T00:00,37.3,31.8,0.0,0.0,0.0,0.0,1,Mainly clear,4.1,8.5,83,
2025-03-14T01:00,36.6,30.9,0.0,0.0,0.0,0.0,1,Mainly clear,4.3,8.9,83,
2025-03-14T02:00,36.1,30.1,0.0,0.0,0.0,0.0,2,Partly cloudy,5.0,10.1,84,
2025-03-14T03:00,35.8,29.8,0.0,0.0,0.0,0.0,1,Mainly clear,5.1,10.5,86,
2025-03-14T04:00,35.4,29.4,0.0,0.0,0.0,0.0,2,Partly cloudy,4.8,10.5,84,
2025-03-14T05:00,34.7,28.9,0.0,0.0,0.0,0.0,1,Mainly clear,4.0,9.8,84,
2025-03-14T06:00,34.1,28.1,0.0,0.0,0.0,0.0,1,Mainly clear,4.2,8.7,84,
2025-03-14T07:00,33.4,27.4,0.0,0.0,0.0,0.0,0,Clear sky,4.0,8.7,84,
2025-03-14T08:00,34.1,27.9,0.0,0.0,0.0,0.0,0,Clear sky,4.6,8.5,83,
2025-03-14T09:00,39.6,34.5,0.0,0.0,0.0,0.0,0,Clear sky,2.9,9.2,73,
2025-03-14T10:00,43.3,38.2,0.0,0.0,0.0,0.0,0,Clear sky,3.3,11.2,67,
2025-03-14T11:00,46.7,42.4,0.0,0.0,0.0,0.0,0,Clear sky,2.6,11.2,66,
2025-03-14T12:00,49.7,47.3,0.0,0.0,0.0,0.0,3,Overcast,2.9,11.6,66,
2025-03-14T13:00,52.1,50.6,0.0,0.0,0.0,0.0,0,Clear sky,3.1,12.3,65,
2025-03-14T14:00,54.1,53.5,0.0,0.0,0.0,0.0,3,Overcast,2.2,12.1,64,
2025-03-14T15:00,55.2,54.2,0.0,0.0,0.0,0.0,1,Mainly clear,2.3,10.3,65,
2025-03-14T16:00,55.3,52.4,0.0,0.0,0.0,0.0,3,Overcast,3.9,12.3,65,
2025-03-14T17:00,52.8,48.1,0.0,0.0,0.0,0.0,3,Overcast,6.5,16.8,67,
2025-03-14T18:00,48.7,44.0,0.0,0.0,0.0,0.0,3,Overcast,5.9,17.0,73,
2025-03-14T19:00,45.7,41.1,0.0,0.0,0.0,0.0,3,Overcast,5.0,14.1,80,
2025-03-14T20:00,43.8,39.6,0.0,0.0,0.0,0.0,3,Overcast,4.1,11.2,85,
2025-03-14T21:00,42.4,38.0,0.0,0.0,0.0,0.0,2,Partly cloudy,4.2,11.4,87,
2025-03-14T22:00,41.6,37.3,0.0,0.0,0.0,0.0,3,Overcast,4.1,8.9,90,
2025-03-14T23:00,40.9,36.6,0.0,0.0,0.0,0.0,3,Overcast,3.8,8.9,92,
2025-03-15T00:00,40.3,36.1,0.0,0.0,0.0,0.0,3,Overcast,3.6,8.1,93,
2025-03-15T01:00,39.7,35.6,0.0,0.0,0.0,0.0,3,Overcast,3.3,7.6,95,
2025-03-15T02:00,39.2,35.2,0.0,0.0,0.0,0.0,3,Overcast,2.9,6.7,96,
2025-03-15T03:00,39.7,35.7,0.0,0.0,0.0,0.0,3,Overcast,3.2,7.4,97,
2025-03-15T04:00,40.6,36.9,0.0,0.0,0.0,0.0,3,Overcast,3.0,6.7,97,
2025-03-15T05:00,40.8,36.9,0.0,0.0,0.0,0.0,3,Overcast,3.7,8.1,98,
2025-03-15T06:00,40.8,36.8,0.0,0.0,0.0,0.0,3,Overcast,4.1,8.9,98,
2025-03-15T07:00,40.8,36.9,0.0,0.0,0.0,0.0,3,Overcast,3.8,8.9,98,
2025-03-15T08:00,41.6,38.0,0.0,0.0,0.0,0.0,3,Overcast,3.3,8.1,96,
2025-03-15T09:00,42.2,36.9,0.0,0.0,0.0,0.0,3,Overcast,6.7,15.9,90,
2025-03-15T10:00,43.3,37.9,0.0,0.0,0.0,0.0,3,Overcast,7.3,17.4,88,
2025-03-15T11:00,44.1,38.5,0.0,0.0,0.0,0.0,3,Overcast,7.5,18.1,86,
2025-03-15T12:00,45.6,40.6,0.0,0.0,0.0,0.0,3,Overcast,6.5,17.9,83,
2025-03-15T13:00,47.4,43.0,0.0,0.0,0.0,0.0,3,Overcast,5.7,16.3,82,
2025-03-15T14:00,48.4,43.6,0.0,0.0,0.0,0.0,3,Overcast,7.0,17.7,81,
2025-03-15T15:00,48.9,44.4,0.0,0.0,0.0,0.0,3,Overcast,6.8,17.9,82,
2025-03-15T16:00,48.2,43.7,0.0,0.0,0.0,0.0,3,Overcast,7.0,17.2,85,
2025-03-15T17:00,47.6,43.1,0.0,0.0,0.0,0.0,3,Overcast,7.3,16.8,89,
2025-03-15T18:00,47.1,43.1,0.0,0.0,0.0,0.0,3,Overcast,6.5,17.7,92,
2025-03-15T19:00,46.4,43.3,0.004,0.004,0.0,0.0,51,Light drizzle,4.4,14.3,95,
2025-03-15T20:00,46.0,43.0,0.012,0.012,0.0,0.0,51,Light drizzle,4.2,9.8,97,
2025-03-15T21:00,44.8,40.7,0.004,0.004,0.0,0.0,51,Light drizzle,5.7,14.8,94,
2025-03-15T22:00,45.0,41.3,0.0,0.0,0.0,0.0,3,Overcast,5.1,12.5,96,
2025-03-15T23:00,45.6,42.4,0.0,0.0,0.0,0.0,3,Overcast,4.5,11.0,98,
2025-03-16T00:00,45.6,42.5,0.0,0.0,0.0,0.0,3,Overcast,4.5,9.8,99,
2025-03-16T01:00,46.0,43.3,0.0,0.0,0.0,0.0,3,Overcast,3.7,9.2,100,
2025-03-16T02:00,46.2,43.6,0.0,0.0,0.0,0.0,3,Overcast,3.9,7.8,100,
2025-03-16T03:00,47.1,44.2,0.0,0.0,0.0,0.0,3,Overcast,5.0,9.8,99,
2025-03-16T04:00,48.2,45.5,0.0,0.0,0.0,0.0,3,Overcast,5.3,10.7,100,
2025-03-16T05:00,49.7,47.0,0.0,0.0,0.0,0.0,3,Overcast,6.2,11.6,100,
2025-03-16T06:00,51.1,48.6,0.0,0.0,0.0,0.0,3,Overcast,6.6,13.2,100,
2025-03-16T07:00,51.8,49.3,0.0,0.0,0.0,0.0,3,Overcast,7.2,14.1,99,
2025-03-16T08:00,53.1,50.0,0.0,0.0,0.0,0.0,3,Overcast,9.2,17.7,99,
2025-03-16T09:00,53.7,50.5,0.0,0.0,0.0,0.0,3,Overcast,10.0,20.1,99,
2025-03-16T10:00,55.8,53.1,0.0,0.0,0.0,0.0,3,Overcast,9.8,20.1,96,
2025-03-16T11:00,57.0,54.7,0.0,0.0,0.0,0.0,3,Overcast,9.7,22.6,95,
2025-03-16T12:00,57.1,54.5,0.0,0.0,0.0,0.0,3,Overcast,10.0,22.8,93,
2025-03-16T13:00,56.9,54.7,0.0,0.0,0.0,0.0,3,Overcast,8.5,22.6,91,
2025-03-16T14:00,58.5,56.3,0.0,0.0,0.0,0.0,3,Overcast,8.6,19.9,87,
2025-03-16T15:00,58.4,56.2,0.0,0.0,0.0,0.0,3,Overcast,8.7,19.9,88,
2025-03-16T16:00,58.4,55.8,0.0,0.0,0.0,0.0,3,Overcast,9.9,21.0,88,
2025-03-16T17:00,57.7,51.6,0.0,0.0,0.0,0.0,3,Overcast,17.1,42.3,87,
2025-03-16T18:00,57.8,52.2,0.0,0.0,0.0,0.0,3,Overcast,15.9,40.9,85,
2025-03-16T19:00,58.6,53.8,0.0,0.0,0.0,0.0,3,Overcast,14.1,35.1,84,
2025-03-16T20:00,58.7,54.0,0.0,0.0,0.0,0.0,3,Overcast,14.1,32.4,84,
2025-03-16T21:00,60.0,56.4,0.008,0.008,0.0,0.0,51,Light drizzle,13.2,38.0,88,
2025-03-16T22:00,60.4,56.9,0.016,0.016,0.0,0.0,51,Light drizzle,13.5,38.0,89,
2025-03-16T23:00,60.2,56.2,0.004,0.004,0.0,0.0,51,Light drizzle,15.0,33.1,90,
2025-03-17T00:00,58.7,54.6,0.008,0.008,0.0,0.0,51,Light drizzle,14.8,32.9,92,
2025-03-17T01:00,58.4,55.4,0.055,0.055,0.0,0.0,61,Slight rain,12.1,32.4,94,
2025-03-17T02:00,57.9,55.5,0.126,0.126,0.0,0.0,63,Moderate rain,11.0,30.9,96,
2025-03-17T03:00,57.7,58.0,0.295,0.295,0.0,0.0,63,Moderate rain,4.3,26.2,97,
2025-03-17T04:00,56.8,57.6,0.307,0.307,0.0,0.0,65,Heavy rain,2.7,15.0,98,
2025-03-17T05:00,56.4,56.0,0.138,0.138,0.0,0.0,63,Moderate rain,5.1,6.5,97,
2025-03-17T06:00,56.2,55.4,0.024,0.024,0.0,0.0,53,Moderate drizzle,5.3,13.9,94,
2025-03-17T07:00,55.0,54.5,0.035,0.035,0.0,0.0,53,Moderate drizzle,3.7,9.4,95,
2025-03-17T08:00,54.1,53.3,0.051,0.051,0.0,0.0,61,Slight rain,4.1,8.1,96,
2025-03-17T09:00,55.3,54.6,0.004,0.004,0.0,0.0,51,Light drizzle,4.3,7.8,94,
2025-03-17T10:00,56.2,55.4,0.004,0.004,0.0,0.0,51,Light drizzle,5.1,9.8,94,
2025-03-17T11:00,57.5,56.0,0.0,0.0,0.0,0.0,3,Overcast,6.3,15.9,88,
2025-03-17T12:00,57.3,55.5,0.0,0.0,0.0,0.0,3,Overcast,6.1,15.9,84,
2025-03-17T13:00,57.3,52.5,0.0,0.0,0.0,0.0,3,Overcast,10.6,24.4,73,
2025-03-17T14:00,53.9,48.0,0.0,0.0,0.0,0.0,3,Overcast,10.5,25.5,70,
2025-03-17T15:00,54.2,47.9,0.0,0.0,0.0,0.0,3,Overcast,9.7,24.8,60,
2025-03-17T16:00,53.0,45.6,0.0,0.0,0.0,0.0,3,Overcast,10.8,25.3,57,
2025-03-17T17:00,50.8,42.7,0.0,0.0,0.0,0.0,3,Overcast,11.3,26.4,55,
2025-03-17T18:00,49.1,41.2,0.0,0.0,0.0,0.0,3,Overcast,10.3,26.4,55,
2025-03-17T19:00,46.0,37.5,0.0,0.0,0.0,0.0,2,Partly cloudy,11.1,25.5,58,
2025-03-17T20:00,43.4,35.0,0.0,0.0,0.0,0.0,1,Mainly clear,10.6,25.3,61,
2025-03-17T21:00,41.9,34.0,0.0,0.0,0.0,0.0,2,Partly cloudy,9.4,21.9,66,
2025-03-17T22:00,40.0,31.9,0.0,0.0,0.0,0.0,1,Mainly clear,9.5,21.9,67,
2025-03-17T23:00,38.1,29.3,0.0,0.0,0.0,0.0,1,Mainly clear,10.7,23.9,68,
2025-03-18T00:00,36.9,27.8,0.0,0.0,0.0,0.0,0,Clear sky,11.0,25.3,69,
2025-03-18T01:00,36.1,27.0,0.0,0.0,0.0,0.0,2,Partly cloudy,10.7,24.4,67,
2025-03-18T02:00,35.4,25.8,0.0,0.0,0.0,0.0,0,Clear sky,11.5,26.2,64,
2025-03-18T03:00,35.0,25.2,0.0,0.0,0.0,0.0,0,Clear sky,11.3,25.9,63,
2025-03-18T04:00,34.7,25.4,0.0,0.0,0.0,0.0,0,Clear sky,10.2,25.3,62,
2025-03-18T05:00,34.3,24.7,0.0,0.0,0.0,0.0,3,Overcast,10.6,23.7,62,
2025-03-18T06:00,33.8,24.0,0.0,0.0,0.0,0.0,0,Clear sky,11.2,25.1,62,
2025-03-18T07:00,33.4,24.0,0.0,0.0,0.0,0.0,0,Clear sky,10.1,24.8,63,
2025-03-18T08:00,34.1,25.2,0.0,0.0,0.0,0.0,0,Clear sky,8.8,22.4,61,
2025-03-18T09:00,37.5,29.0,0.0,0.0,0.0,0.0,0,Clear sky,8.6,20.8,57,
2025-03-18T10:00,40.6,31.8,0.0,0.0,0.0,0.0,0,Clear sky,9.4,23.0,53,
2025-03-18T11:00,44.2,35.7,0.0,0.0,0.0,0.0,0,Clear sky,9.9,25.1,47,
2025-03-18T12:00,47.7,41.4,0.0,0.0,0.0,0.0,0,Clear sky,8.2,24.6,43,
2025-03-18T13:00,51.2,45.9,0.0,0.0,0.0,0.0,0,Clear sky,7.8,21.5,39,
2025-03-18T14:00,53.6,48.7,0.0,0.0,0.0,0.0,0,Clear sky,6.3,20.8,36,
2025-03-18T15:00,55.6,51.7,0.0,0.0,0.0,0.0,0,Clear sky,4.0,17.0,36,
2025-03-18T16:00,56.8,52.4,0.0,0.0,0.0,0.0,0,Clear sky,2.5,12.8,35,
2025-03-18T17:00,57.4,52.0,0.0,0.0,0.0,0.0,0,Clear sky,2.6,9.2,34,
2025-03-18T18:00,56.7,53.3,0.0,0.0,0.0,0.0,0,Clear sky,1.2,7.6,49,
2025-03-18T19:00,53.3,49.6,0.0,0.0,0.0,0.0,0,Clear sky,0.2,2.2,46,
2025-03-18T20:00,50.5,46.4,0.0,0.0,0.0,0.0,0,Clear sky,1.3,1.8,51,
2025-03-18T21:00,49.5,45.3,0.0,0.0,0.0,0.0,0,Clear sky,1.6,6.3,56,
2025-03-18T22:00,48.7,44.8,0.0,0.0,0.0,0.0,0,Clear sky,0.6,2.0,55,
2025-03-18T23:00,46.7,42.5,0.0,0.0,0.0,0.0,0,Clear sky,1.5,3.1,60,
2025-03-19T00:00,44.3,40.0,0.0,0.0,0.0,0.0,0,Clear sky,2.0,3.4,68,
2025-03-19T01:00,42.2,37.6,0.0,0.0,0.0,0.0,0,Clear sky,2.8,5.1,75,
2025-03-19T02:00,40.8,36.6,0.0,0.0,0.0,0.0,0,Clear sky,1.7,5.1,77,
2025-03-19T03:00,39.4,34.8,0.0,0.0,0.0,0.0,0,Clear sky,2.5,4.7,80,
2025-03-19T04:00,38.8,34.1,0.0,0.0,0.0,0.0,0,Clear sky,2.3,4.7,80,
2025-03-19T05:00,38.1,33.3,0.0,0.0,0.0,0.0,0,Clear sky,2.6,4.9,81,
2025-03-19T06:00,37.4,32.8,0.0,0.0,0.0,0.0,0,Clear sky,2.0,5.1,82,
2025-03-19T07:00,37.0,32.7,0.0,0.0,0.0,0.0,0,Clear sky,1.1,3.6,84,
2025-03-19T08:00,39.2,35.6,0.0,0.0,0.0,0.0,1,Mainly clear,0.2,2.0,82,
2025-03-19T09:00,41.8,38.1,0.0,0.0,0.0,0.0,0,Clear sky,1.2,6.0,78,
2025-03-19T10:00,46.8,43.2,0.0,0.0,0.0,0.0,0,Clear sky,1.5,7.8,69,
2025-03-19T11:00,51.0,47.6,0.0,0.0,0.0,0.0,0,Clear sky,2.4,10.1,60,
2025-03-19T12:00,54.5,52.2,0.0,0.0,0.0,0.0,0,Clear sky,3.2,11.9,54,
2025-03-19T13:00,57.1,55.2,0.0,0.0,0.0,0.0,0,Clear sky,4.0,13.2,49,
2025-03-19T14:00,58.5,55.9,0.0,0.0,0.0,0.0,0,Clear sky,4.9,15.0,45,
2025-03-19T15:00,58.4,54.6,0.0,0.0,0.0,0.0,1,Mainly clear,5.5,15.9,42,
2025-03-19T16:00,57.4,51.8,0.0,0.0,0.0,0.0,3,Overcast,6.0,16.3,40,
2025-03-19T17:00,55.5,49.2,0.0,0.0,0.0,0.0,3,Overcast,5.9,16.1,41,
